year	locale	beforeMonth	month	beforeDay	day	hour	ymdt	duration	unknown	longitude	latitude	elevation	relativeAltitude	continentCode	countryCode	area	locationFlags	miscellaneousFlags	typeOfUfoCraftFlags	aliensMonstersFlags	apparentUfoOccupantActivitiesFlags	placesVisitedAndThingsAffectedFlags	evidenceAndSpecialEffectsFlags	miscellaneousDetailsFlags	description	location	title	ref	refIndex	strangeness	credibility
1993	16	0	2	1	26	143	255	2	0	85.6999999999143	38.2333333332951	250	0	0	2	KNT	209	0	34	128	1	32	0	8	"12"CYL MNVRS BHND COPTER SVRL X
EMITS SML FBLS
DARKENS"	SE/LOUISVILLE,KY	2 COPS	160	46	6	8
1993	3	0	2	0	27	10	255	2	0	94.17777777768362	38.999999999961005	297	999	0	2	MSO	195	0	1	128	16	8	0	0	"DOME SHAPE W/CLRD LITES/UNDERSIDE
CALF MISSING AFTER.."	GRAIN VALLEY,MO	2+OBS	205	1	9	7
1993	20	0	2	0	28	33	255	1	0	-0.07777777777770001	46.3999999999536	-99	999	3	5	VNN	67	0	1	128	0	128	0	8	"VERY LUMn DOME/GND BHND ROADSIDE WOODS
reported > police"	D150/VENOURS,FR	1/CAR	226	15	7	6
1993	2	0	2	1	28	129	255	2	0	-2.1999999999978	49.1333333332842	-99	999	3	5	VDO	195	64	4	128	3	0	32	128	BOXY OBJ W/ROTATING LITE like FLYING POLICE VAN 200M OVR TOWN	PARMAIN,FR	2 OBS	194	62	8	7
1993	12	0	3	1	0	0	245	1	0	124.05555555543151	44.8111111110663	18	999	0	2	ORE	199	4	1	128	0	0	0	0	"15' ORG SPHERE N>S
NFD/NEWPORT NEWS-TIME"	DEPOE BAY,OR	3 IN 2 SEP HOMES	60	38	6	8
1993	2	0	3	1	0	0	245	240	0	82.3999999999176	32.1999999999678	91	999	0	2	GRG	195	132	15	128	0	0	0	0	"SCRs+CGRs+DLTs++
wave continues.."	VIDALIA,GA	50 UFO RPTS/4hrs	60	34	8	9
1993	1	0	3	1	0	0	245	232	0	2.999999999997	51.6555555555039	45	999	3	1	WLS	67	4	1	128	1	0	32	0	CHANGES SHAPE	CROESYCEILLIOG,WALES	PULSATING ORB W/RINGS OR SAME HOUSE/3 NITES	60	36	8	6
1993	16	0	3	0	2	132	253	8	0	-103.6888888887852	25.5333333333078	-99	999	5	1	YNN	177	0	3	128	1	32	0	0	"CHANGES CLRS
>>N"	QUJING,YUNAN,CHINA	GRP/AF PILOTS CHASE LUMn."BALLOON"/900kph	226	15	7	10
1993	3	0	3	1	3	32	254	1	0	83.1777777776946	43.411111111067704	240	999	0	2	MCH	195	4	1	128	0	0	0	0	"4 LITES ROTATE>>RIGHT
17MAY AGAIN+SILVERWOOD,MI"	KINGSTON,MI	DOMED SCR	60	34	6	8
1993	2	0	3	1	3	108	254	1	0	91.0777777776867	43.8999999999561	226	999	0	2	WSC	195	4	8	128	0	0	0	0	"BRITE LITE/CROSS PATTERN as NLTS ORBIT
actual form unknown"	W.SALEM,WI	6 OBS	60	37	5	9
1993	0	0	3	1	4	0	253	65	0	-121.4333333332119	31.233333333302102	-99	999	5	1	SHG	231	68	7	128	0	0	32	128	"WEIRD DESCRIPTS
SHRINKS
VANISHES
see ref."	SHANGHAI,CH	UFO CHANGES SHAPE/1hr+	60	28	9	10
1993	3	0	3	1	4	71	255	15	0	85.59999999991442	38.199999999961804	299	999	0	2	KNT	195	4	49	128	1	32	0	8	"LRG FBL BUZZES COPTER
RELEASES 3 SMALL FBLS"	E/LYNVIEW,KY	2 COPS/COPTER+1/CAR	60	28	6	8
1993	15	0	3	0	4	121	255	10	0	-11.6888888888772	54.7888888888341	-99	999	3	2	DMK	71	0	1	128	0	0	0	0	"SLNT 5M SCR W/CONCENTRIC PANELS/75M AWAY
ROTATES
gone!"	RASTED,LOLLAND,DK	2/CAR	146	13	7	7
1993	2	0	3	1	12	104	255	15	0	87.0222222221352	45.8444444443986	180	999	0	2	MCH	195	0	20	128	1	128	0	0	"3' Y-SHAPE RISES BY SCHOOL
MNVRS ALL OVR TOWN
RISES+GONE!"	GLADSTONE,MI	3+OBS	160	51	8	8
1993	2	0	3	1	15	120	255	2	0	91.2333333332421	43.777777777734	199	999	0	2	WSC	67	4	1	128	3	70	0	16	SOUNDS HEARD	LA CROSSE,WI	OBLONG SCR SHINES BRITE LITES /CEMETERY+ENVIRONS	60	37	7	9
1993	7	0	3	1	16	124	255	30	0	115.4666666665512	37.59999999996241	1480	0	0	2	NVD	67	0	1	13	184	144	32	200	"VSTRANGE CAR>>
20min/MST
COMPLEX ABD
/r249p322"	SR375/TIKABOO Vly,NV	2 OBS	160	48	12	7
1993	8	0	3	0	17	15	255	14	0	81.777777777696	37.377777777740405	330	999	0	2	WVA	67	0	15	128	0	16	41	128	"HUGE NLTS/MTNs
VIDEO=MTLC OBJS CHANGING SHAPE
BLOW SMOKE!"	nr GARLAND,WV	FLASH	188	62	7	7
1993	1	0	3	1	17	120	255	5	0	82.82222222213942	43.4222222221788	236	999	0	2	MCH	195	4	11	128	0	0	0	0	"150m DOMED SCR-CGR W/WINDOWS SPINS
OTHERS SEE NLTS"	SANDUSKY,MICH	2 OBS	60	33	6	8
1993	2	0	3	1	18	0	253	1	0	91.0777777776867	43.91111111106721	226	999	0	2	WSC	67	4	1	128	1	0	0	0	"SIMILAR TO La CROSS,WI OBJ/15MAR93
NFD"	W.SALEM,WI	SCR SEEN	60	37	6	6
1993	10	0	3	0	19	130	255	2	0	66.9111111110442	17.999999999982	30	999	0	2	PRC	67	0	1	128	3	64	0	0	"HUGE SCR HVRS OVR WATER-TANK/STATE FOREST
SLNT
LITES AREA"	nr GUANICA,PR	3 KIDS	97	22	7	7
1993	3	0	3	1	20	38	255	2	0	-34.9222222221873	32.2666666666344	-99	999	10	6	TVV	195	1	1	32	0	130	48	0	"PURE SILICON FOUND
2.5M FIGs to JUN'93"	KADIMA,ISRL	BRILL.4M MTLC TANK LANDS	177	120	8	8
1993	12	0	3	1	20	108	255	104	0	38.5333333332948	-3.7222222222185004	1	4000	1	1	CEA	231	5	3	128	0	0	0	0	"250M OBJ HVRS/4km/6hrs
STARS MOVE
OBJ STAYS!"	FORTALEZA,BRZ	ASTRONOMERS+1000s	105	33	6	13
1993	3	0	3	1	23	118	255	5	0	71.5666666665951	41.4333333332919	27	999	0	2	RHD	99	8	8	128	0	0	0	1	"MIL JETS+COPTER FOLO
JETS MAKE 2nd PASS"	WORDEN POND,RI	NLT RISES THRU OVERCAST	160	59	4	6
1993	8	0	3	1	24	3	254	14	0	112.04444444433241	33.722222222188506	800	999	0	2	ARZ	65	0	5	128	3	0	0	0	"3 DLTS or DOMED SCRS BOB +/MTNS
SPOTLITES SEARCH "	CAVE CREEK RSVR,AZ	2 OBS	160	55	7	7
1993	12	0	3	0	24	29	255	5	0	-14.733333333318601	55.099999999944906	-99	999	3	2	DMK	71	0	48	128	1	64	0	8	"SLNT 50cm FBL ZIPS ALLO SILO
>> SW
>> N
+BACK"	RONNE,BORNHOLM,DK	COP	146	14	6	7
1993	1	0	3	1	24	81	255	1	0	87.1555555554684	30.2999999999697	5	999	0	2	FLR	199	132	1	128	0	0	1	0	"
CAUGHT/8mm VIDEO 25MAR/1330h
1000S/mph"	PENSACOLA BEACH,FL	CROWN-SCR PASSES 2X	160	52	7	7
1993	1	0	3	1	26	102	251	1	0	-3.9666666666627	50.2666666666164	-99	999	3	5	NRD	67	0	1	128	0	0	1	16	"GIRL/12 FOTOS SATURN SCR >NNE SLOW
negatives lost"	nr MAUBEUGE,FR	DULL SOUND	194	80	6	5
1993	2	0	3	1	26	119	255	20	0	73.666666666593	40.788888888848106	43	45	0	2	NYK	103	0	1	128	0	0	0	1	"SLNT DOMED SCR GLIDES 150'OVR HOUSE
SOON JETS CHASE"	ROSLYN ESTATES,LI,NY	1 OBS	160	53	6	6
1993	4	0	3	0	27	25	255	1	0	-28.888888888860002	-16.0333333333173	-99	999	8	2	ZIM	67	8	34	128	0	0	0	0	BULLET SHAPED OBJ TRAILS SPARKS DECENDING/45�ANGLE	CHIRUNDU,ZIMBABWE	1 OBS	244	8	5	6
1993	20	0	3	1	30	138	255	3	0	-4.8333333333285	43.777777777734	-99	999	3	5	BDR	67	0	4	128	1	48	0	0	"FOLOS 2/CAR
LITES on CORNERS"	St.REMY du PROVENCE,FR	20M DIAMOND-OBJ LITES LOT	194	62	6	7
1993	20	0	3	0	31	13	255	1	0	-1.4666666666652002	44.555555555511006	-99	999	3	5	LOT	67	136	10	128	0	0	0	0	"2 HUGE CGRS SW>>NE
LUMN SPARKS SPIRAL  BENEATH
/r226#15"	N20/PELACOY/FR	2/CAR	239	216	4	7
1993	8	0	3	0	31	13	255	1	0	-4.3666666666623	44.7111111110664	-99	999	3	5	ADC	195	140	40	128	0	0	0	0	3 SLNT GRN FBLS/TRIANGLE FORMn>>N>>SSE	NE/ANTRAIGUES,FR	2 SEP.FIRE BRIGADES	239	216	5	10
1993	2	0	3	0	31	13	255	1	0	-5.077777777772701	45.7111111110654	-99	999	3	5	RHN	195	136	2	128	0	0	0	0	"CGR W/3 GRN LITES NW>>SE FAST
NOT ON RDR
NO PLANE"	SATOLAS Apt,E/LYON,FR	ATCs++	239	216	6	9
1993	8	0	3	0	31	14	255	1	0	-5.6999999999943	45.0777777777327	-99	999	3	5	ISR	195	4	6	128	0	128	0	8	"SLNT 50M SEMI-XPRNT BOX W/SQR WINDOWS
>W SLO
LANDS?
no trace"	REYMURE,FR	2 COPS	239	216	7	7
1993	2	0	3	1	31	14	255	1	0	-4.777777777773	45.444444444399004	-99	999	3	5	ISR	67	0	2	128	0	1	32	8	"SLNT 45M CGR W/WINDOWS
HVRS
BLUE RAYS
>>SE/20M alt"	St.CLAIR-du-RHONE,FR	2 COPS	194	62	7	8
1993	20	0	3	1	31	14	255	1	0	-4.8333333333285	45.6333333332877	-99	999	3	5	RHN	195	0	2	128	0	8	0	8	"SLNT 50M CGR/150M alt
3 GRN LITES/BOTTOM
/r239p216"	W/SOLAIZE,FR	4 COPS++	194	60	6	9
1993	8	0	4	1	0	0	245	10	0	36.1333333332972	-6.0222222222162	250	999	1	1	RGN	65	0	24	128	3	16	0	0	BEAMS SEARCH FOR HUNTERS/GND/10min	nr QUIXABA,BRZ	NLT MNVRS/CLOUDS	105	34	6	7
1993	12	0	4	0	0	138	247	5	0	-18.4666666666482	-34.1222222221881	-99	999	8	1	CAP	71	0	17	4	3	0	0	0	"SHOOTS BEAM/SEA
>>NE
ODD WADING PSH"	MUIZENBURG,RSA	BRILL.OVOID MNVRS/ALL DIRs	244	9	8	7
1993	1	0	4	1	2	62	255	1	0	87.1666666665795	30.311111111080802	5	999	0	2	FLR	71	128	1	128	0	0	1	0	1 POLAROID FOTO	PENSACOLA BEACH,FL	CROWN-SCR HVRS nr HOUSE	160	52	6	7
1993	13	0	4	1	4	128	255	105	0	64.5777777777132	47.96666666661871	0	999	0	1	NBR	71	4	10	128	0	0	0	0	"SILENT
BANANA-SHAPED OBJ"	MISCOU Isl,NB	NLTS LO OVR UNSTABLE ICE 1/2mi OFFSHORE	60	43	4	7
1993	12	0	4	1	5	121	255	2	0	-173.2888888887156	-41.266666666625405	0	999	2	2	SI 	199	4	1	128	1	96	0	24	"LRG SCR 200M OVER PORT
WHIRRING SOUND
RED+WHT LITES"	NELSON,NZ	2 COPS+2	60	33	6	10
1993	8	0	4	0	6	132	253	10	0	77.47777777770031	-9.533333333323801	3135	999	1	7	ANC	195	4	8	128	3	0	0	0	"NLTS FLASH CLRS+MNVR
LITE MOUNTAINS LIKE DAY"	HUARAS+HUAYLAS,PERU	NMRS SEP.OBS	97	22	6	10
1993	3	0	4	1	8	14	255	50	0	84.1999999999158	39.4333333332939	234	999	0	2	OHI	195	132	9	128	1	64	0	8	SLNT NLT W/SMALL LITES AROUND IT	LEBANON,OH	PRISON GUARDS+SEP.REPORTS/POLICE	60	32	6	9
1993	20	0	4	0	8	64	255	1	0	115.19999999988481	35.944444444408504	865	999	0	2	NVD	195	0	1	128	0	128	32	72	"CLOUD/DUST/DESERT
HUGE SLVR SCR RISES
/nobody interested"	I15 nr SLOAN,NV	COP+4	214	176	7	9
1993	2	0	4	1	10	36	246	10	0	3.111111111108	51.0333333332823	45	999	3	1	ENG	195	4	2	128	1	64	0	0	"500x200' UFO HVRS OVR SHOPPING CTR
SPEEDS OFF"	TAUNTON,SOMERSET	40 SEP.OBS	60	33	6	7
1993	1	0	4	1	16	15	255	1	0	-0.2333333333331	53.33333333328	1	999	3	1	ENG	71	68	48	128	1	0	0	0	undefined	MABLETHORPE,LINCs	VBRITE 1' GLOWING OVOID OUTSIDE WINDOW/REPEAT OBS+"PSYCHIC"	60	40	8	5
1993	2	0	4	1	16	128	255	15	0	82.6444444443618	28.544444444415902	3	999	0	2	FLR	199	132	4	128	1	1	0	8	"SLNT BLK BOOMERANG PACES CAR
>>WSW/SPOTLITE HIT
ultralites?"	BAYPORT,FL	COP	160	87	4	6
1993	20	0	4	1	17	131	255	1	0	86.1444444443583	39.8111111110713	215	999	0	2	IND	67	0	7	128	0	0	0	0	"WHITE OBJ W/LITES REVERSES COURSE OVR OBS
NO MARKINGS"	INDIANAPOLIS,IN	1/CAR	160	65	6	6
1993	18	0	4	1	20	110	255	2	0	-29.633333333303703	46.8666666666198	-99	999	4	10	MLD	195	0	17	128	1	96	1	0	>W	TIRASPOL,MOLDOVA	3 TEENS FOTO BLK SLNT OBJ SCOUTING DECOMMISSIONED AIRFIELD	194	70	6	7
1993	12	0	4	0	21	0	253	1	0	-137.8999999998621	-34.6222222221876	-99	999	2	1	SAU	69	64	3	128	0	0	0	0	"CURVED ARMS+VRTCL STABLZR!
see dwg"	BLACK POINT,S.AUSTRL	ODD "FLYING SQUID"-SCR	97	16	8	6
1993	16	0	4	0	21	0	253	60	0	7.4999999999925	59.99999999994	0	999	2	3	NAT	217	0	17	128	1	32	0	0	2 WHT GLOBALLS FOLO LINER to KEFLAVIC Apt	off N.SCOTLAND	ICELANDIC AL CREW	97	12	6	8
1993	12	0	4	1	25	0	240	231	0	4.1777777777736	50.4111111110607	54	999	3	1	ENG	199	4	6	128	1	0	32	8	40 RPTS FROM COPS ON DUTY RECENTLY..	PLYMOUTH,DEVON	HUGE CATAMARAN-SHAPED UFO	60	34	8	10
1993	20	0	4	1	25	142	255	85	0	0.0666666666666	44.9777777777328	-99	999	3	5	GRN	195	0	1	128	1	32	0	128	"LUMn.WHT 6M SCR TURNS CW OVR ROAD
FOLOS CAR/50km"	PETIT PALAIS,33,FR	2/CAR	194	85	6	8
1993	1	0	4	0	27	14	255	1	0	-9.0888888888798	56.2444444443882	-99	999	3	2	DMK	67	8	2	128	0	0	0	0	BLINDING 'DRAGONLIKE' OBJ GLIDES TWRD HOUSE	SW/KARUP Apt,DK	REPEAT OBS	146	13	8	5
1993	4	0	4	1	29	0	252	0	0	105.3666666665613	37.1444444444073	2489	999	0	2	CLR	67	192	128	128	32	8	128	0	"CLASSICAL SMOOTH INCISIONS
WAVE"	CHAMA,CO	MUTL COW FOUND 600'frm RANCHHOUSE	160	57	6	7
1993	1	0	4	1	29	135	255	2	0	-2.1999999999978	43.811111111067305	-99	999	3	5	TRN	67	0	4	128	64	0	32	16	WHT "RUNNING LITES"	LASGRAISSES,FR	SONAR-PING SOUND! then SLNT TRIANGLE HVRS	194	62	7	6
1993	1	0	4	1	30	13	255	1	0	71.5777777777062	42.022222222180204	70	999	0	2	MSC	67	0	6	128	64	0	0	0	"OBS WAVES
OBJ FLASHES LITE>OBS
SILENT
200MPH"	MILLVILLE,MASS	TRIANGLE/RED LITES	160	51	7	6
1993	1	0	5	0	0	0	245	2	0	-23.2555555555323	42.8999999999571	-99	999	4	6	SOF	67	128	1	128	0	4	16	0	"BURNT CIRCLE/GRASS
12 UFOS/22 MONTHS"	TSARICHINA,BULG	CONE EMITS BLUE FLAMES	226	36	7	6
1993	2	0	5	1	0	39	246	10	0	1.0777777777767	53.0444444443914	75	999	3	1	ENG	195	4	4	128	1	0	32	0	"HEADLAMP/FRONT
>>W to DERBYs"	CALVERTON,NOTTs	HUGE TALL PYRAMID NOSE-FIRST	60	33	6	10
1993	1	0	5	1	0	132	245	2	0	0.07777777777770001	51.577777777726205	-99	999	3	1	ENG	67	4	1	128	0	0	1	0	"VIDEO TAKEN
nr ALLY PALLY+PALACE"	TOTTENHAM,LONDON	BRITE CLASSIC DOMED SCR	60	33	6	7
1993	8	0	5	1	1	0	192	53	0	79.5222222221427	40.811111111070296	244	999	0	2	PNS	195	132	9	128	3	2	0	0	"NLT-SCRS SEEN SINCE SUMMER/92
SCAN HILLS W/BEACONS"	KITTANING,PA	MAY7 REPORT	60	32	6	9
1993	8	0	5	3	2	0	253	3	0	-145.33333333318802	-36.0888888888528	-99	999	2	1	VCT	195	0	5	128	0	0	0	0	"BECOMES ROUND
AWAY+BACK
odd"	BARMAH FOREST,AUSTRL	BRILL.WHT RECTANGLE ZIGZAGS	158	185	6	6
1993	20	0	5	1	2	123	255	5	0	78.7555555554768	36.1333333332972	104	999	0	2	NCR	67	132	3	128	0	0	0	0	"DARK UFO 500' OVR I85/5min
BLU-WHT-PINK GLOW W/BLU LITES"	BUTNER,NC	2/CAR	60	41	7	7
1993	2	0	5	1	5	126	255	1	0	81.26666666658541	35.466666666631205	256	999	0	2	NCR	67	132	1	128	0	0	0	0	"ORG-WHT GLOWING SCR
S/L FLITE OVHD INTO CLOUDS"	LINCOLNTON,NC	2/MOHICANS MILL	60	41	6	7
1993	1	0	5	1	6	38	255	1	0	81.26666666658541	35.477777777742304	256	999	0	2	NCR	67	4	1	128	0	0	1	0	LADY VIDEOS DOMED SCR/11sec/BACKYARD	LINCOLNTON,NC	SR150 N/TOWN is BUSY SPOT	60	41	6	7
1993	3	0	5	1	6	39	255	1	0	81.3777777776964	35.3777777777424	293	999	0	2	NCR	67	4	1	128	0	0	1	0	NEAR HWY 150	W/CHERRYVILLE,NC	DOMED SCR VIDEOTAPED/6SEC OF FOOTAGE	60	36	6	7
1993	20	0	5	1	10	18	255	180	0	38.999999999961005	-4.0333333333293	170	999	1	1	CEA	199	4	24	128	0	0	1	0	NLT OFFLOADS+RECOVERS SMALLER NLTs	FORTALEZA<>CANDIDE,BRZ	6 OBS+3hrs/VIDEO	105	35	6	9
1993	13	0	5	3	10	112	255	10	0	-148.2555555554073	-41.799999999958196	-99	999	2	1	TSM	71	0	8	128	0	0	0	128	"COMPLEX MNVRS N+S
FADES AWAY"	REDBILL BEACH N/BICHINO,TASMANIA	NLT CHANGES CLRS	158	176	5	6
1993	20	0	5	0	14	24	255	3	0	-142.333333333191	-34.2555555555213	-99	999	2	1	VCY	67	0	1	128	1	32	8	0	"4M WHT-GLO OVOID >>NE
90�TURN+FOLOS CAR
RADIO+LITES EME"	nr MILDURA,AUSTR	2/CAR	97	16	7	7
1993	1	0	5	1	14	86	255	1	0	1.7333333333316001	53.0333333332803	152	999	3	1	ENG	67	4	3	128	0	0	32	0	">>E
29JLY/2300hrs
DOMED SCR/LO ALT."	ASHBOURNE,DERBYSHIRE	SILENT UFO OVR HOMES	60	32	6	7
1993	8	0	5	0	14	132	255	1	0	119.57777777765821	49.477777777728306	344	999	0	1	BCO	195	0	2	128	0	0	0	0	"CGR-SHAPED OBJ SEEN/10sec
HI-Q REPORT/UFOROM Grp
NFD"	PENTICTON,BC	2 OBS	96	40	6	7
1993	10	0	5	0	15	0	249	2	0	67.1777777777106	18.0111111110931	15	999	0	2	PRC	67	4	1	1	130	0	32	0	"FLASH+HEAT
OID DESCENDS/BLU BEAM/SCR
RUNS into JUNGLE"	BOQUERON,PR	2 WOMEN	97	22	8	6
1993	9	0	5	1	19	134	255	150	0	71.6333333332617	41.444444444403	33	999	0	2	RHD	67	6	1	1	26	144	32	0	"WOMAN ABD
2.5hrs MST
50'SCR+2 OIDS
3'BLU-BEAM=TELEPORTER"	KENYON,RI	MISTY NITE	60	32	10	6
1993	0	0	5	1	26	137	255	3	0	0.41111111111070003	51.5111111110596	-99	999	3	1	ENG	67	4	1	128	1	64	32	128	VANISHES IN PLACE!	HAYES,LONDON	VFAST SCR HVRS OVR BARNHILL SCHOOLYARD	60	32	8	7
1993	12	0	5	1	27	8	255	3	0	152.4333333331809	57.777777777720004	387	999	0	2	ALS	71	4	1	128	2	0	0	8	COPS SEE ZERO	PILLAR MTN,KODIAK Isl,AK	REPORT/SPHERES FALLING/SKY+1 BIG FLASH	60	32	4	6
1993	12	0	5	1	27	21	255	30	0	-151.2888888887376	-33.788888888855105	-99	999	2	1	NSW	199	12	9	128	8	0	33	0	"FORM-CHANGING OBJ=STRIPED ORB etc
VSTRANGE"	off HARBORD,AUSTR	11min VIDEO	60	32	6	8
1993	2	0	5	1	29	131	255	1	0	79.79999999992019	36.0444444444084	231	999	0	2	NCR	195	4	8	128	0	0	32	0	"RED NLT GLIDES
STOPS
SHOOTS >>SW/METEORIC SPEED"	GREENSBORO,NC	3 OBS W/BINOCS	60	41	4	8
1993	8	0	5	0	29	141	255	2	0	-6.5222222222157	43.8444444444006	-99	999	3	5	AHP	195	0	17	128	0	0	1	0	"GLO-BALL >S twrd CANJUERS AREA
some/binocs see drk cone"	CASTELLANE,FR	SVRL OBS	226	16	6	8
1993	18	0	5	0	29	141	255	20	0	0.8333333333325	44.799999999955205	-99	999	3	5	GRN	67	0	24	128	1	96	1	0	"NLT PACES
MAKES SML FAST CCLS
>>ENE twrd SOUGE MIL.CAMP"	D106 W/Le LAS,FR	2/CAR	226	16	6	7
1993	1	0	6	1	0	84	245	1	0	87.97777777768981	42.0888888888468	198	999	0	2	ILN	67	68	1	0	16	64	48	0	COMPUTER DISCS GONE/ERASED	ARLINGTON HEIGHTS,IL	RPT ABDUCTEE FEELS PULLED>UFO	60	39	9	6
1993	2	0	6	1	2	138	253	1	0	75.74444444436871	39.6777777777381	38	999	0	2	DLW	195	20	4	128	0	0	0	0	"SILENT ORG DELTA OVR TOWN
TURNS SLOWLY
HOAX?"	NEWARK,DE	UFO GRP/MEETING+SEP.OBS	60	34	6	4
1993	9	0	6	1	4	69	255	2	0	86.35555555546921	33.277777777744504	128	999	0	2	ALB	67	132	1	128	0	134	17	0	"NOW VIDEOd
CIRCLES/CRUD/STEWARTVIL"	CHILDERSBURG,AL	BRITE BALL+ANTENNAS/5 NITES	60	33	8	10
1993	1	0	6	1	7	128	247	4	0	72.94444444437151	44.8777777777329	114	8	0	2	VRM	195	4	20	128	3	66	0	128	2 BRITE LITES/1 SIDE	SHELDON,VT	SLNT XPARENT RECTANGLE GLIDES JUST OVR HOMES	60	39	7	7
1993	1	0	6	1	8	66	255	90	0	118.1666666665485	34.8666666666318	709	999	0	2	CLF	67	128	10	128	0	0	0	0	"ROUND WHT NLT VHI
SLIM SLVR OBJS JOIN
GONE VFAST
BACK SVRL X"	ROSAMOND,CA	2 OBS	160	56	6	7
1993	2	0	6	1	8	137	255	3	0	101.4111111110097	51.2444444443932	513	999	0	1	MNT	67	4	4	128	2	0	32	0	"BRITE WHT LITE/FRONT+RED/UNDER
ORG+YEL/EDGES"	ROBLIN,MBa	SILENT DLT/30M alt	60	43	8	7
1993	2	0	6	1	9	131	255	1	0	-7.2333333333261	47.7333333332856	-99	999	3	5	HRH	195	0	1	128	0	0	32	0	"DOMED DISK FLIPS OVR N>SE
DARK SECTIONS/BOTTOM"	REININGUE,FR	4 OBS	194	64	7	8
1993	1	0	6	1	10	125	255	150	0	75.25555555548031	42.999999999957005	250	30	0	2	NYK	131	4	9	128	0	0	40	0	"NLT HVRS+MNVRS
CAMCORDER EMEs
SCR/TREETOPS/4rth OBS"	SAUQUOIT,NY	3 OBS	60	35	6	8
1993	2	0	6	0	11	122	255	5	0	66.9111111110442	17.9777777777598	20	210	0	2	PRC	195	0	1	128	0	0	0	0	"HUGE SCR/700'alt nr FM TOWER
CLRD LITES
> AWAY SILENTLY"	GUANICA,PR	SVRL/Hwy116	97	22	7	8
1993	2	0	6	1	12	71	255	80	0	118.09999999988192	34.5666666666321	775	999	0	2	CLF	195	128	8	128	0	0	1	0	"NLT VHI HVRS+MNVRS VFAST
BACK 2,3,20+22JLY
18+FOTOS"	PALMDALE,CA	SVRL HIQ OBS	160	59	5	9
1993	3	0	6	1	15	51	254	20	0	78.0777777776997	43.91111111106721	87	999	0	1	ONT	67	4	8	128	0	0	0	0	2 SML LITES ACCOMPANY	COBOURG,ONTARIO	ORG NLT PARALLELS CAR/PR2 INTO COLBORNE	60	33	4	7
1993	0	0	6	1	15	73	255	5	0	0.07777777777770001	51.3999999999486	-99	999	3	1	ENG	195	68	28	128	1	32	32	128	"JOIN+VANISH
PLANE VANISHES!
WHT STAR APPEARS"	S.LONDON,ENG	2 DELTAS CHASE PLANE	60	32	10	9
1993	0	0	6	0	17	48	255	1	0	-12.4222222222098	55.6777777777221	-99	999	3	2	DMK	71	0	16	128	4	0	0	0	"MTLC POD /LAKE PEBLINGE
AWAY XFAST
PIPES/UNDERSIDE"	COPENHAGEN,DK	GIRL/8	146	14	7	5
1993	18	0	6	0	17	124	255	1	0	-12.7555555555428	41.999999999958	-99	999	3	9	LTM	67	72	16	64	1	96	0	128	"BALLOON DROPS to MIL ATC TOWER
RISES+AWAY
/LDLN#334"	GUIDONIA,ITL	4 OBS+KIDS	209	13	5	8
1993	8	0	6	1	17	135	255	90	0	122.87777777765491	41.4555555555141	272	999	0	2	CLF	195	132	8	128	1	64	0	0	"DIVE AT OBS
SIT STILL/SKY WHEN PLANES PASS
VOR NEARBY"	ETNA,CA	NLTS SINCE FEB93	60	34	5	10
1993	3	0	6	1	20	73	255	3	0	0.1666666666665	50.8777777777269	-99	999	3	1	ENG	67	68	32	128	0	0	32	0	CAR STOPS TO LET IT CROSS A23	PYECOMBE,W.SUSSEX	FBL GOES 2mph JUST OVR FIELD	60	36	6	7
1993	12	0	6	0	20	90	255	1	0	-18.4555555555371	-34.0666666666326	-99	999	8	1	CAP	199	64	4	128	0	0	0	128	"RECT."BUS" FLIES N>>S OVR MTNS
S/L
BLK W/WHT WINDOWS"	S/CAPE TOWN,RSA	4 OBS	244	9	7	8
1993	3	0	6	1	20	105	255	2	0	-13.966666666652701	42.0333333332913	-99	999	3	9	ABZ	195	68	16	2	128	128	32	128	"25cm BALL 
LEGS+EYES+ANTENNA
SHOOTS AWAY
BALLOON?"	SULMONA,ITL	5 OBS	194	78	9	8
1993	12	0	6	0	21	15	255	5	0	-15.5666666666511	38.133333333295205	-99	999	3	9	ME.	199	0	1	128	0	0	0	0	"GLOW SCR 120M OVR SEA
BACK/24JUNE93"	S/MESSINA,ITL	AM.ASTRON/TSCOPE+SRVL OBS	97	8	6	9
1993	12	0	6	1	21	17	255	1	0	-0.2333333333331	53.33333333328	2	999	3	1	ENG	71	4	5	128	0	0	1	0	"4sec VIDEO
>>N"	MABLETHORPE,LINCS	SLNT 30'RED-GLOW "STING-RAY" HI OVR HOUSES	195	215	6	7
1993	2	0	6	0	22	35	255	50	0	121.5444444443229	44.2888888888446	971	999	0	2	ORE	67	4	1	128	1	0	1	0	"LRG DOMED SCR HVRS/45min+
WHT LITES SURROUND
FOTOS"	SISTERS,OR	SEP.OBS/TSCOPE	147	93	6	7
1993	2	0	6	1	23	0	253	25	0	77.7333333332556	44.0777777777337	85	999	0	1	ONT	195	132	27	128	1	0	0	128	"10 NLTS JOIN LRG ORG.OBJ
vanish on contact"	BRIGHTON,ONT	MUFON SWAMPED/CALLS	60	33	6	9
1993	1	0	6	1	23	135	255	1	0	79.8777777776979	43.33333333329	83	60	0	1	ONT	195	5	4	128	2	0	0	0	"LRG DIAMND W/MANY STEADY LITES
200'alt
E>>W"	FLAMBOROUGH,ONT	PHYSICS MAJOR+1	60	43	7	8
